"멕시코",261.3,3112,5.2,40711,43548,83943,-,11.8,-,-,313.1,3662,4.2,42688,52315,85513,3.1,14.4,-,-,363.2,4171,3.5,46196,65049,87075,3.1,16.7,-,-,500.7,5650,1.9,51886,68439,88625,3.2,18.3,-,-,527.8,5854,4.9,60882,83075,90156,4.3,19.6,-,-,360.1,3928,-6.3,79542,75858,91663,6.9,26.4,12147,-,411.0,4412,6.8,96000,93376,93147,5.3,35.5,13196,-,500.4,5289,6.8,110431,114855,94611,4.1,42.8,14246,-,526.5,5481,5.2,117460,130945,96056,3.6,49.6,14218,-,600.2,6157,2.8,136391,148648,97485,2.5,57.8,15274,-,707.9,7158,4.9,166455,182657,98900,2.6,63.3,15631,5.1,756.7,7545,-0.4,158443,176311,100298,2.5,67.3,13300,7.0,772.1,7593,-0.0,160763,176607,101685,3.0,70.7,14010,11.9,729.3,7075,1.4,164766,178562,103081,3.5,73.9,15159,12.9,782.2,7484,3.9,187999,206060,104515,3.9,77.4,16737,14.1,877.5,8278,2.3,214233,232245,106005,3.6,80.5,16195,17.2,975.4,9068,4.5,249925,268093,107560,3.6,83.4,16447,19.5,1052.7,9643,2.3,271875,295201,109171,3.6,86.7,17573,20.8,1110.0,10017,1.1,291807,323151,110815,3.9,91.2,17209,21.7,900.0,8003,-5.3,229704,245401,112464,5.4,96.0,14132,26.3,1057.8,9271,5.1,298473,316556,114093,5.3,100.0,16870,31.1,1180.5,10203,3.7,349375,368385,115695,5.2,103.4,18110,37.2,1201.1,10242,3.6,370770,389289,117274,4.9,107.7,18073,39.8,1274.4,10725,1.4,380015,400271,118827,4.9,111.8,18242,43.5,1314.6,10922,2.8,396912,419976,120355,4.8,116.2,18930,44.4,1170.6,9606,3.3,380550,414994,121858,4.3,119.4,18218,57.4,1077.8,8739,2.9,373939,387064,123333,3.9,122.8,18824,59.5,1158.1,9281,2.1,409401,420369,124777,3.4,130.2,19924,63.9,1223.8,9698,2.0,450572,464277,126191,3.3,136.6,-,65.8,-,-,-,-,-,127576,-,-,-,-
"미국",5963.1,23889,1.9,393592,516987,252120,5.6,59.9,-,-,6158.1,24342,-0.1,421730,508363,254539,6.8,62.5,-,-,6520.3,25419,3.5,448164,553923,256991,7.5,64.3,-,-,6858.6,26387,2.8,464773,603438,259532,6.9,66.2,-,-,7287.2,27695,4.0,512627,689215,262241,6.1,68.0,-,-,7639.7,28691,2.7,584743,770852,265164,5.7,69.9,95191,-,8073.1,29968,3.8,625073,822025,268335,5.5,71.9,95535,-,8577.6,31459,4.4,689182,899020,271714,5.0,73.6,98485,-,9062.8,32854,4.5,682138,944353,275175,4.5,74.8,98658,-,9630.7,34514,4.8,695797,1059435,278548,4.2,76.4,97427,-,10252.3,36335,4.1,781918,1259297,281711,4.0,79.0,101803,43.1,10581.8,37133,1.0,729100,1179177,284608,4.7,81.2,90104,49.1,10936.4,38023,1.7,693103,1200227,287279,5.8,82.5,91587,58.8,11458.2,39496,2.9,724771,1303050,289816,6.0,84.4,93677,61.7,12213.7,41713,3.8,814875,1525516,292355,5.5,86.6,99681,64.8,13036.6,44115,3.5,901082,1735061,294994,5.1,89.6,94897,68.0,13814.6,46299,2.9,1025967,1918077,297759,4.6,92.4,98188,68.9,14451.9,47976,1.9,1148199,2020403,300608,4.6,95.1,98101,75.0,14712.8,48383,-0.1,1287442,2169487,303486,5.8,98.7,91895,74.0,14448.9,47100,-2.5,1056043,1605296,306308,9.3,98.4,59384,71.0,14992.1,48467,2.6,1278495,1969884,309011,9.6,100.0,80495,71.7,15542.6,49883,1.6,1482508,2266024,311584,9.0,103.2,86398,69.7,16197.0,51603,2.2,1545821,2336485,314044,8.1,105.3,88695,74.7,16784.8,53107,1.8,1578517,2328507,316401,7.4,106.8,86878,71.4,17521.7,55033,2.5,1621874,2421330,318673,6.2,108.6,88174,73.0,18219.3,56803,2.9,1503328,2315889,320878,5.3,108.7,78845,74.6,18707.2,57904,1.6,1451024,2249944,323016,4.9,110.1,78475,85.5,19485.4,59928,2.2,1546273,2408476,325085,4.4,112.4,81612,87.3,20494.1,62641,2.9,1664085,2614327,327096,3.9,115.2,-,-,-,-,-,-,-,329065,-,-,-,-
"남아메리카",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"칠레",33.1,2495,3.3,8437,7869,13275,5.6,30.0,-,-,37.8,2804,7.8,8929,8064,13495,5.2,36.5,-,-,46.0,3350,11.2,9986,10129,13720,4.4,42.2,-,-,49.3,3535,6.6,9202,11125,13945,4.5,47.5,-,-,57.0,4024,5.0,11408,11825,14166,5.9,53.0,-,-,73.4,5107,8.9,16016,15914,14381,4.7,57.3,1014,-,78.0,5350,6.8,16657,19097,14587,7.4,61.5,1178,-,85.0,5745,7.4,17902,20800,14786,7.1,65.3,1167,-,81.6,5447,4.3,16353,19853,14978,7.3,68.7,1171,-,75.2,4958,-0.4,17194,15962,15163,11.2,70.9,1291,-,77.9,5075,5.3,19246,18466,15342,10.5,73.7,1352,16.6,71.0,4575,3.3,18272,17799,15516,10.4,76.3,1247,19.1,69.7,4446,3.1,18181,17147,15684,10.2,78.2,1279,22.1,75.6,4773,4.1,21651,19246,15850,9.8,80.4,1377,25.5,99.2,6195,7.2,33025,24715,16015,10.2,81.2,1579,28.2,123.0,7599,5.7,41974,32927,16183,9.3,83.7,1541,31.2,154.8,9465,6.3,59380,38987,16355,9.0,86.6,1607,34.5,173.6,10502,4.9,68561,47608,16530,8.4,90.4,1678,35.9,179.6,10751,3.5,64510,62794,16708,9.3,98.3,1549,37.3,172.4,10209,-1.6,55463,42845,16886,11.3,98.6,1308,41.6,218.5,12808,5.8,71109,59008,17063,8.4,100.0,1011,45.0,252.3,14637,6.1,81438,74851,17234,7.3,103.3,1615,52.2,267.1,15352,5.3,78063,80092,17400,6.7,106.4,1671,55.1,278.4,15843,4.0,76770,79355,17572,6.2,108.4,1323,58.0,260.5,14671,1.8,75065,72851,17759,6.7,113.5,1079,61.1,243.9,13574,2.3,62035,62497,17969,6.5,118.4,1112,76.6,250.3,13748,1.7,60733,58830,18209,6.7,122.9,1153,83.6,277.7,15037,1.3,69230,65162,18470,7.0,125.6,1158,82.3,298.2,15923,4.0,75452,75003,18729,7.2,128.6,-,-,-,-,-,-,-,18952,-,-,-,-
"유럽",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"오스트리아",166.5,21681,4.3,41265,49146,7724,3.3,65.7,-,-,173.8,22411,3.4,41111,50815,7773,3.4,67.9,-,-,195.1,24880,2.1,44411,54112,7831,3.6,70.6,-,-,190.4,24082,0.5,40174,48578,7892,4.3,73.2,-,-,203.5,25647,2.4,45215,55343,7947,3.5,75.4,-,-,241.0,30326,2.7,57642,66386,7990,4.4,77.1,4990,-,237.3,29809,2.3,57818,67331,8018,5.3,78.5,4442,-,212.8,26705,2.1,58590,64776,8033,5.2,79.5,5181,-,218.3,27362,3.6,62742,68183,8041,5.5,80.3,5282,-,217.2,27174,3.6,64124,69555,8051,4.7,80.7,5202,-,196.8,24564,3.4,64155,68972,8069,4.7,82.6,5707,33.7,197.3,24538,1.3,66481,70479,8098,4.0,84.8,5869,39.2,213.4,26402,1.7,73081,72765,8134,4.9,86.3,6189,36.6,261.7,32223,0.9,89240,91578,8176,4.8,87.5,6261,42.7,300.9,36822,2.7,111686,113307,8217,5.8,89.3,6530,54.3,316.0,38403,2.2,117711,119939,8254,5.6,91.4,7031,58.0,336.0,40635,3.5,130370,130939,8285,5.2,92.7,7129,63.6,388.7,46856,3.7,157317,156760,8314,4.9,94.7,7578,69.4,430.3,51709,1.5,173395,176174,8342,4.1,97.7,7594,72.9,400.2,47963,-3.8,130791,136082,8373,5.3,98.2,5662,73.5,391.9,46858,1.8,144889,150601,8410,4.8,100.0,7206,75.2,431.1,51375,2.9,169519,182339,8454,4.6,103.3,7474,78.7,409.4,48568,0.7,158821,169657,8502,4.9,105.9,7421,80.0,430.1,50717,0.0,167078,173585,8556,5.3,108.0,7953,80.6,442.0,51717,0.7,170167,172570,8615,5.6,109.7,7876,81.0,381.8,44177,1.1,145831,148094,8679,5.7,110.7,7687,83.9,394.1,45103,2.0,145139,150123,8747,6.0,111.7,7438,84.3,416.8,47381,2.6,160294,166626,8820,5.5,114.0,8135,87.9,455.7,51513,2.7,177211,183910,8891,4.9,116.3,-,87.7,-,-,-,-,-,8955,-,-,-,-
"벨기에",206.4,20711,3.1,-,-,10007,7.3,66.4,-,-,211.6,21154,1.8,-,-,10039,7.0,68.6,-,-,236.0,23498,1.5,-,-,10078,6.7,70.2,-,-,225.9,22403,-1.0,125876,114398,10119,8.1,72.2,-,-,246.2,24338,3.2,143658,130066,10156,9.7,73.9,-,-,289.6,28566,2.4,175849,159683,10186,9.3,75.0,11606,-,281.4,27702,1.6,175356,163604,10208,9.5,76.5,10818,-,254.8,25028,3.7,171881,157260,10224,9.0,77.8,10739,-,260.6,25542,2.0,179078,164669,10237,9.3,78.5,11425,-,260.2,25444,3.6,178972,164607,10255,8.7,79.4,10931,-,237.9,23207,3.6,187838,176957,10282,6.6,81.4,11636,29.4,237.8,23122,0.8,190327,178683,10319,6.2,83.4,10762,31.3,258.9,25052,1.8,215769,198036,10365,6.9,84.8,11343,46.3,319.0,30744,0.8,255549,234902,10419,7.7,86.2,11114,50.0,370.9,35590,3.6,307696,286413,10480,7.4,88.0,11698,53.9,387.4,36967,2.1,335707,319071,10547,8.4,90.4,10420,55.8,409.8,38852,2.5,366743,352954,10619,8.3,92.0,11631,59.7,471.8,44404,3.4,431850,413074,10698,7.5,93.7,10692,64.4,518.6,48425,0.8,471932,466438,10779,7.0,97.9,10673,66.0,484.6,44881,-2.3,371397,354666,10860,7.9,97.9,5635,70.0,483.5,44380,2.7,407742,391307,10939,8.3,100.0,7973,75.0,527.0,47744,1.8,475671,466816,11014,7.1,103.5,8026,81.6,497.9,44826,0.2,446327,439526,11085,7.5,106.5,7301,80.7,520.9,46680,0.2,468630,451586,11154,8.4,107.7,7093,82.2,530.8,47355,1.3,472198,453706,11221,8.5,108.0,7331,85.0,455.9,40441,1.7,396841,375530,11288,8.5,108.6,7257,85.1,469.7,41449,1.5,398218,379377,11354,7.8,110.8,7687,86.5,494.9,43507,1.7,430496,408861,11420,7.1,113.1,7842,87.7,531.8,46556,1.4,464385,447934,11482,6.0,115.5,-,88.7,-,-,-,-,-,11539,-,-,-,-
"체코",40.5,3917,-,-,-,10341,-,-,-,-,29.7,2879,-11.6,-,-,10346,2.3,-,-,-,34.6,3352,-0.5,-,-,10353,-,38.8,-,-,40.6,3932,0.1,12807,-,10359,4.3,46.8,-,-,47.6,4602,2.9,14394,-,10361,4.3,51.5,-,-,59.8,5788,6.2,21685,-,10358,4.0,56.2,7184,-,67.0,6494,4.2,22425,-,10350,3.9,61.1,6509,-,61.8,5997,-0.6,22701,-,10338,4.3,66.3,6750,-,66.5,6459,-0.3,26418,-,10323,5.9,73.4,6498,-,64.9,6308,1.4,26241,-,10306,8.5,75.0,5616,-,61.6,6012,4.3,28996,-,10289,8.8,77.8,6216,9.8,67.5,6609,2.9,33399,-,10271,8.0,81.4,6316,14.7,81.9,8033,1.7,38488,-,10252,7.0,83.0,6512,23.9,99.6,9773,3.6,48709,-,10239,7.5,83.1,6783,34.3,119.2,11686,4.9,67194,-,10239,8.2,85.4,7033,35.5,136.3,13346,6.5,77985,76340,10258,7.9,87.0,6189,35.3,155.5,15184,6.9,95143,93430,10299,7.2,89.2,6862,47.9,189.2,18374,5.6,122760,118467,10358,5.3,91.7,7059,51.9,235.7,22699,2.7,146406,142172,10425,4.4,97.6,6387,63.0,206.2,19742,-4.8,113176,105256,10488,6.7,98.5,4594,64.4,207.5,19808,2.3,133020,126600,10537,7.3,100.0,5180,68.8,227.9,21717,1.8,162897,152122,10567,6.7,101.9,5583,70.5,207.4,19730,-0.8,157167,141515,10581,7.0,105.3,5072,73.4,209.4,19916,-0.5,162302,144320,10587,7.0,106.8,5171,74.1,207.8,19745,2.7,175017,154233,10591,6.1,107.1,5360,74.2,186.8,17716,5.3,157881,141367,10601,5.1,107.5,5262,75.7,195.1,18463,2.5,162716,143041,10619,4.0,108.2,5305,76.5,215.9,20380,4.4,182236,163374,10641,2.9,110.9,4550,78.7,244.1,22973,2.9,202626,184893,10666,2.2,113.3,-,80.7,-,-,-,-,-,10689,-,-,-,-
"덴마크",138.2,26891,1.5,37037,33248,5141,8.3,66.1,-,-,139.2,27011,1.4,37886,34057,5155,9.1,67.7,-,-,152.9,29570,2.0,41676,35521,5172,9.0,69.1,-,-,143.2,27598,0.0,38207,31331,5191,10.7,70.0,-,-,156.2,29996,5.3,43120,36589,5211,8.0,71.4,-,-,185.0,35351,3.0,51478,45728,5233,7.0,72.9,654,-,187.6,35651,2.9,51480,45004,5255,6.8,74.4,739,-,173.5,32836,3.3,49119,44406,5278,5.4,76.0,786,-,177.0,33368,2.2,48839,46330,5300,5.0,77.4,790,-,178.0,33441,2.9,50399,44519,5322,5.1,79.4,729,-,164.2,30744,3.7,50380,44356,5341,4.5,81.7,801,39.2,164.8,30752,0.8,51068,44124,5358,4.2,83.6,751,43.0,178.6,33229,0.5,56304,48886,5373,4.3,85.6,392,64.3,218.1,40459,0.4,65267,56216,5387,5.4,87.4,-,76.3,251.4,46512,2.7,75620,66886,5403,5.2,88.4,-,80.9,264.5,48800,2.3,82278,72710,5422,4.8,90.0,-,82.7,282.9,52027,3.9,90903,84161,5444,3.9,91.7,-,86.7,319.4,58487,0.9,101942,97344,5470,3.8,93.3,-,85.0,353.4,64322,-0.5,116331,109013,5498,3.4,96.5,-,85.0,321.2,58163,-4.9,92115,80107,5526,6.0,97.7,-,86.8,322.0,58041,1.9,96220,82720,5555,7.5,100.0,-,88.7,344.0,61754,1.3,112706,96004,5583,7.6,102.8,-,89.8,327.1,58508,0.2,106102,91325,5611,7.5,105.2,-,92.3,343.6,61191,0.9,110470,97257,5638,7.0,106.1,-,94.6,353.0,62549,1.6,110739,99032,5664,6.6,106.7,-,96.0,302.7,53255,2.3,94567,85211,5689,6.2,107.1,-,96.3,312.0,54467,2.4,95206,85270,5711,6.2,107.4,-,97.0,329.9,57219,2.3,101663,92363,5732,5.7,108.6,-,97.1,351.3,60596,1.4,107753,101398,5752,5.0,109.5,-,97.6,-,-,-,-,-,5772,-,-,-,-
"에스토니아",-,-,-,-,-,1565,0.6,-,-,-,-,-,-,-,-,1548,1.5,-,-,-,-,-,-,-,-,1521,3.7,-,-,-,3.9,2608,-,-,-,1488,6.5,22.1,-,-,4.0,2737,-1.6,1295,1646,1457,7.6,32.6,-,-,4.4,3044,4.5,1839,2545,1433,9.7,42.0,-,-,4.7,3353,5.3,2076,3223,1418,9.9,51.7,-,-,5.1,3620,11.8,2924,4429,1410,10.4,57.2,-,-,5.6,4052,4.1,3199,4725,1406,9.5,61.8,2,-,5.7,4119,-0.9,2408,3428,1404,11.6,63.9,1,-,5.7,4070,10.6,3167,4237,1399,13.4,66.5,-,28.6,6.2,4499,6.3,3312,4300,1392,13.1,70.3,1,31.5,7.3,5308,6.1,3444,4810,1383,10.0,72.8,1,41.5,9.8,7174,7.4,4539,6480,1373,11.3,73.8,-,45.3,12.1,8850,6.3,5934,8334,1364,10.3,76.0,-,53.2,14.0,10338,9.4,7698,10212,1356,8.0,79.1,-,61.5,17.0,12595,10.3,9705,13472,1349,5.9,82.6,-,63.5,22.2,16586,7.7,11018,15686,1344,4.6,88.1,-,66.2,24.2,18095,-5.4,12472,16059,1340,5.5,97.2,-,70.6,19.7,14726,-14.7,9065,10149,1336,13.6,97.1,-,72.5,19.5,14639,2.3,11598,12286,1332,16.7,100.0,-,74.1,23.2,17455,7.6,16724,17730,1328,12.3,105.0,-,76.5,23.0,17422,4.3,16087,18116,1323,10.0,109.1,-,78.4,25.1,19072,1.9,16316,18459,1319,8.6,112.1,-,80.0,26.6,20247,2.9,15940,18311,1316,7.4,112.0,-,84.2,22.9,17412,1.9,12836,14521,1315,6.2,111.5,-,88.4,24.0,18228,3.5,13179,14958,1317,6.8,111.6,-,87.2,26.6,20200,4.9,14539,16630,1319,5.8,115.5,-,88.1,30.3,22928,3.9,17024,19124,1323,5.4,119.4,-,89.4,-,-,-,-,-,1326,-,-,-,-
"핀란드",141.5,28381,0.7,26571,27001,4996,3.1,71.6,-,-,127.9,25503,-5.9,23080,21809,5019,6.5,74.6,-,-,112.6,22337,-3.3,23981,21208,5045,11.6,76.8,-,-,89.3,17617,-0.7,23446,18032,5072,16.2,78.5,-,-,103.3,20306,3.9,29658,23214,5097,16.4,79.4,-,-,134.2,26273,4.2,39573,28114,5119,17.0,80.0,3176,-,132.1,25778,3.7,38435,29264,5137,15.6,80.5,3301,-,126.8,24676,6.3,39316,29784,5152,15.0,81.4,3734,-,133.9,25989,5.4,42104,31364,5164,13.2,82.6,3952,-,135.2,26179,4.4,41841,31616,5176,11.7,83.5,3956,-,125.5,24253,5.6,45473,33893,5188,11.1,86.1,4096,37.2,129.3,24913,2.6,42823,32150,5200,10.3,88.3,3938,43.1,139.6,26834,1.7,44650,33627,5213,10.4,89.7,4003,62.4,171.1,32816,2.0,52504,41592,5227,10.5,90.5,4766,69.2,196.8,37636,3.9,60898,50661,5242,10.4,90.6,4832,72.4,204.4,38969,2.8,65232,58469,5259,8.4,91.2,4739,74.5,216.6,41121,4.1,77284,69445,5277,7.7,92.6,5054,79.7,255.4,48289,5.2,90092,81756,5298,6.9,95.0,4431,80.8,283.7,53401,0.7,96890,92161,5319,6.4,98.8,4417,83.7,251.5,47107,-8.3,62872,60866,5342,8.3,98.8,3066,82.5,247.8,46202,3.0,69492,68773,5366,8.4,100.0,4029,86.9,273.7,50791,2.6,79126,84235,5390,7.8,103.4,3989,88.7,256.7,47416,-1.4,73114,76558,5415,7.7,106.3,3759,89.9,270.0,49638,-0.8,74446,77590,5439,8.2,107.9,3517,91.5,272.6,49915,-0.6,74335,76767,5461,8.7,109.0,3807,86.5,232.9,42495,0.5,59740,60437,5481,9.4,108.8,3988,86.4,239.0,43493,2.8,57419,60849,5498,8.8,109.2,4101,87.7,252.3,45805,2.7,67285,70107,5511,8.6,110.0,4003,87.5,275.7,49960,2.3,-,-,5523,7.4,111.2,-,88.9,-,-,-,-,-,5532,-,-,-,-
"프랑스",1269.2,21794,2.9,216588,234436,56667,9.4,71.2,-,-,1269.3,21675,1.0,217100,231784,56914,9.1,73.5,-,-,1401.5,23814,1.6,235871,239638,57147,10.2,75.2,-,-,1322.8,22380,-0.6,209349,201838,57370,11.3,76.8,-,-,1394.0,23497,2.4,235905,230188,57587,12.6,78.1,-,-,1601.1,26890,2.1,286738,275275,57802,11.8,79.5,18100,-,1605.7,26872,1.4,287667,277673,58012,12.4,81.0,17633,-,1452.9,24229,2.3,289736,269642,58221,12.6,82.0,19767,-,1503.1,24974,3.6,305641,288389,58444,12.1,82.6,20126,-,1492.6,24673,3.4,299655,294177,58704,12.0,83.0,20200,-,1362.2,22364,3.9,298705,310768,59015,10.2,84.4,20954,14.3,1376.5,22434,2.0,297797,306217,59384,8.6,85.8,19343,26.3,1494.3,24177,1.1,310987,315829,59803,8.7,87.4,20258,30.2,1840.5,29568,0.8,367201,376189,60252,8.3,89.3,19758,36.1,2115.7,33741,2.8,422246,447494,60698,8.9,91.2,20770,39.2,2196.1,34760,1.7,443578,490566,61120,8.5,92.8,19481,42.9,2318.6,36444,2.4,490681,546482,61509,8.5,94.3,19852,46.9,2657.2,41508,2.4,550458,631447,61869,7.7,95.7,19250,66.1,2918.4,45334,0.3,608943,715783,62209,7.1,98.4,17879,70.7,2690.2,41575,-2.9,476098,560484,62543,8.7,98.5,12840,71.6,2642.6,40638,1.9,523687,610961,62880,8.9,100.0,15414,77.3,2861.4,43791,2.2,596168,719731,63222,8.8,102.1,15780,77.8,2683.8,40875,0.3,569150,675002,63564,9.4,104.1,15609,81.4,2811.1,42593,0.6,580468,682444,63894,9.9,105.0,15685,81.9,2852.2,43009,1.0,580850,678789,64194,10.3,105.5,16143,83.8,2438.2,36613,1.1,506102,573133,64453,10.4,105.6,14984,78.0,2471.3,36962,1.1,501434,571929,64668,10.1,105.8,14413,79.3,2586.3,38679,2.3,534977,623932,64843,9.4,106.9,15505,80.5,2777.5,41464,1.7,-,-,64991,9.1,108.8,-,82.0,-,-,-,-,-,65130,-,-,-,-
"독일",1765.0,22220,5.3,410104,346153,79054,4.9,67.5,-,-,1861.9,23269,5.1,402843,389908,79491,5.3,70.2,-,-,2123.1,26334,1.9,422271,402441,79963,6.3,73.8,-,-,2068.6,25489,-1.0,382472,346027,80429,7.7,77.1,-,-,2206.0,27088,2.5,429722,385351,80833,8.7,79.1,-,-,2591.6,31730,1.7,523802,464271,81139,8.2,80.5,42051,-,2503.7,30564,0.8,524198,458783,81324,8.8,81.6,39793,-,2218.7,27046,1.8,512427,445616,81399,9.9,83.2,45007,-,2243.2,27341,2.0,543397,471418,81403,9.8,84.0,44046,-,2200.0,26796,2.0,542871,473539,81390,8.9,84.5,42062,-,1950.0,23719,3.0,550113,495350,81401,7.9,85.7,46376,30.2,1950.6,23687,1.7,571358,485967,81454,7.8,87.4,44803,31.7,2079.1,25205,0.0,615438,490022,81535,8.5,88.6,45015,48.8,2505.7,30360,-0.7,751684,604626,81614,9.8,89.6,44809,55.9,2819.2,34166,1.2,909237,715679,81646,10.7,91.0,46374,64.7,2861.4,34697,0.7,977881,780444,81603,11.2,92.5,44524,68.7,3002.4,36448,3.7,1122066,922343,81472,10.3,93.9,47224,72.2,3440.0,41815,3.3,1323818,1055997,81278,8.7,96.1,48550,75.2,3752.4,45699,1.1,1451391,1186682,81066,7.5,98.6,45833,78.0,3418.0,41733,-5.6,1120666,926154,80900,7.7,98.9,32670,79.0,3417.1,41786,4.1,1258499,1054278,80827,7.0,100.0,43830,82.0,3757.7,46810,3.7,1473708,1254728,80856,5.8,102.1,44284,81.3,3544.0,44065,0.5,1401636,1155526,80973,5.4,104.1,42661,82.3,3752.5,46531,0.5,1444933,1181132,81174,5.2,105.7,42645,84.2,3898.7,48143,2.2,1494233,1207208,81450,5.0,106.7,42943,86.2,3381.4,41395,1.7,1326206,1051132,81787,4.6,107.2,42676,87.6,3495.2,42443,2.2,1334355,1055326,82194,4.1,107.7,42080,84.2,3693.2,44681,2.2,1447992,1162751,82658,3.8,109.4,43400,84.4,3996.8,48196,1.4,1560983,1285442,83124,3.4,111.2,-,89.7,-,-,-,-,-,83517,-,-,-,-
"그리스",97.9,9600,0.0,-,-,10226,7.0,29.8,-,-,105.1,10188,3.1,-,-,10315,7.7,35.6,-,-,116.2,11176,0.7,-,-,10420,7.8,41.3,-,-,108.8,10402,-1.6,-,-,10534,8.6,47.2,-,-,116.6,11091,2.0,-,-,10645,8.9,52.3,-,-,136.9,12959,2.1,-,-,10746,9.1,57.0,939,-,145.9,13749,2.9,-,-,10832,9.7,61.7,848,-,143.2,13428,4.5,-,-,10906,9.6,65.1,1016,-,144.4,13472,3.9,-,-,10970,10.8,68.2,1109,-,142.5,13245,3.1,10013,26762,11028,11.9,70.0,951,-,130.1,12043,3.9,10822,27997,11082,11.3,72.2,1088,9.1,136.2,12538,4.1,10265,28292,11134,10.5,74.6,1281,10.9,153.8,14110,3.9,10301,31116,11182,10.0,77.3,1835,14.7,201.9,18478,5.8,13449,44105,11219,9.4,80.1,1701,17.8,240.5,21955,5.1,16596,56059,11235,10.3,82.4,1967,21.4,247.8,22552,0.6,18476,57749,11225,10.0,85.3,2266,24.0,273.3,24801,5.7,21491,67208,11185,9.0,88.0,2416,32.3,318.5,28827,3.3,26439,84664,11120,8.4,90.6,2554,35.9,354.5,31997,-0.3,31229,95004,11040,7.8,94.4,2477,38.2,330.0,29711,-4.3,24552,72372,10959,9.6,95.5,2000,42.4,299.4,26918,-5.5,27999,67453,10888,12.7,100.0,1821,44.4,287.8,25916,-9.1,33783,67633,10829,17.9,103.3,1934,51.6,245.7,22243,-7.3,35449,63361,10781,24.4,104.9,1247,55.1,239.9,21875,-3.2,36614,62228,10741,27.5,103.9,1030,59.9,237.0,21761,0.7,36107,63463,10701,26.5,102.6,1022,63.2,196.6,18168,-0.4,28715,48324,10660,24.9,100.8,910,66.8,195.2,18116,-0.2,28052,48205,10615,23.5,99.9,1158,69.1,203.1,18883,1.5,32501,56656,10569,21.5,101.1,1359,70.5,218.0,20324,1.9,39500,65119,10522,19.3,101.7,-,73.0,-,-,-,-,-,10473,-,-,-,-
"헝가리",-,-,-,9598,8671,10377,1.7,9.2,-,-,34.7,3350,-,10199,11417,10363,8.5,12.4,-,-,38.7,3735,-3.1,10664,11107,10359,9.9,15.4,-,-,40.1,3873,-0.6,8886,12468,10359,12.1,18.8,-,-,43.2,4173,2.9,10435,14267,10358,10.9,22.4,-,-,46.4,4494,1.5,12802,15377,10349,10.2,28.7,1861,-,46.7,4525,0.0,15630,18058,10332,10.0,35.5,1872,-,47.3,4596,3.3,18990,21115,10308,9.0,42.0,1690,-,48.8,4750,4.2,22991,25678,10280,8.9,47.9,1816,-,49.2,4803,3.2,24950,27923,10249,6.9,52.7,1813,-,47.3,4633,4.2,28016,31955,10221,6.6,57.9,1871,7.0,53.8,5283,3.8,30530,33724,10193,5.7,63.2,1956,14.5,67.7,6666,4.5,34512,37788,10167,5.6,66.5,2053,16.7,85.3,8423,3.8,42532,47602,10141,5.8,69.6,1989,21.6,104.1,10296,5.0,54892,59636,10114,5.8,74.3,1952,27.7,113.0,11206,4.4,62179,65783,10086,7.2,76.9,1958,39.0,115.3,11448,3.9,74216,77206,10056,7.5,79.9,2084,47.1,139.9,13908,0.4,93985,94397,10024,7.4,86.3,2227,53.3,158.0,15740,0.9,107465,106380,9992,7.8,91.5,2097,61.0,130.6,13030,-6.6,84585,78034,9959,10.0,95.4,1403,62.0,130.9,13092,0.7,94759,87612,9927,11.2,100.0,1678,65.0,140.8,14118,1.7,110897,100989,9896,11.0,103.9,1746,68.0,127.9,12888,-1.6,103047,94282,9864,11.0,109.8,1542,70.6,135.2,13668,2.1,108426,99091,9834,10.2,111.7,883,72.6,140.1,14198,4.2,112437,103941,9805,7.7,111.5,1152,75.7,123.1,12504,3.5,100293,90746,9778,6.8,111.4,1675,72.8,126.0,12840,2.3,102979,91400,9753,5.1,111.8,1274,79.3,139.8,14279,4.1,113675,103782,9730,4.2,114.5,1901,76.8,155.7,15939,4.9,123850,115971,9707,3.7,117.7,-,76.1,-,-,-,-,-,9685,-,-,-,-
