경매시간,경매기준시분초,경매 구분,경매 구분 명,도매시장코드,도매시장명,한우 평균경매 금액,한우 평균경매 금액_상승하강,한우 1B+ 경매단가,한우 3B 경매단가,한우 경매 예상 두수,한우 경매 낙찰 두수,육우 경매 금액,육우 전날 경매금액 차이,육우 경매 예상 두수,육우 경매 두수,돼지 박피 경매 금액,돼지 박피 전날 경매금액 차이,돼지 박피 경매 두수,돼지 탕박 경매 금액,돼지 탕박 전날 경매금액 차이,돼지 탕박 경매 두수,돼지 경매 두수
20181007,235916,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0905,농협고령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,1005,김해축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0613,관성(홍성),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0513,농협음성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0323,농협부천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0320,도드람,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0302,협신식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장, ,전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0809,농협나주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0714,익산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181007,235916,753003,경매용+지육상장,0202,부경축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0809,농협나주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0302,협신식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0714,익산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0905,농협고령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0202,부경축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,1005,김해축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0613,관성(홍성),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0513,농협음성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0323,농협부천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장, ,전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,0320,도드람,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181003,235928,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0513,농협음성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0809,농협나주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0714,익산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0323,농협부천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장, ,전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0320,도드람,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0302,협신식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0905,농협고령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0202,부경축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,1005,김해축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,0613,관성(홍성),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180929,235839,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장, ,전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0809,농협나주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0714,익산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0905,농협고령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0202,부경축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,1005,김해축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0613,관성(홍성),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0513,농협음성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0323,농협부천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0320,도드람,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,0302,협신식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180925,235851,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180921,235902,753003,경매용+지육상장,0302,협신식품,17617,-295,0,12229,0,12,8564,-1843,0,2,0,0,0,3578,-104,250,250
20180921,235902,753003,경매용+지육상장, ,전국,16612,-631,22050,10035,115,540,9253,-823,21,47,0,0,0,4369,-264,2890,2890
20180921,235902,753003,경매용+지육상장,1301,삼성식품(주),15197,-3836,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
20180921,235902,753003,경매용+지육상장,0323,농협부천,16046,-937,21375,8984,106,144,9666,659,21,21,0,0,0,4195,1298,57,57
20180921,235902,753003,경매용+지육상장,0513,농협음성,17154,-167,22410,9836,0,133,9188,-397,0,9,0,0,0,4340,364,80,80
20180921,235902,753003,경매용+지육상장,0613,관성(홍성),15720,-65,0,11145,0,8,0,0,0,0,0,0,0,0,0,0,0
20180921,235902,753003,경매용+지육상장,1005,김해축공,16781,-269,21609,12106,0,66,0,0,0,0,0,0,0,4379,-98,233,233
20180921,235902,753003,경매용+지육상장,0202,부경축공,15929,-1086,22670,10683,0,52,8963,-1594,0,7,0,0,0,4169,-187,428,428
20180921,235902,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,0,0,0,0,0,0,0,0,0,3183,-331,192,192
20180921,235902,753003,경매용+지육상장,0905,농협고령,14428,-2886,20900,0,0,8,0,0,0,0,0,0,0,0,0,0,0
20180921,235902,753003,경매용+지육상장,0714,익산,10817,-4805,0,10283,7,7,0,0,0,0,0,0,0,0,0,0,0
20180921,235902,753003,경매용+지육상장,0809,농협나주,10000,0,0,0,0,2,0,0,0,1,0,0,0,3799,-115,207,207
20180921,235902,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180921,235902,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,5296,-1552,1177,1177
20180921,235902,753003,경매용+지육상장,0320,도드람,17293,-314,0,10096,0,106,8262,-1607,0,7,0,0,0,3138,-871,266,266
20180917,235914,753003,경매용+지육상장,0513,농협음성,17865,-777,22433,10983,0,515,9403,-1371,0,18,0,0,0,5093,-644,996,996
20180917,235914,753003,경매용+지육상장,0613,관성(홍성),15659,-1389,0,12561,0,11,9089,-1883,0,1,0,0,0,0,0,0,0
20180917,235914,753003,경매용+지육상장,1005,김해축공,17313,-11,23922,12150,0,274,10148,0,0,2,0,0,0,4974,36,908,908
20180917,235914,753003,경매용+지육상장,0202,부경축공,16710,-949,23125,11791,0,163,10310,-473,0,24,0,0,0,5274,242,704,704
20180917,235914,753003,경매용+지육상장,1201,신흥산업,17525,-289,23100,12300,45,41,11791,90,31,30,0,0,0,5489,889,370,370
20180917,235914,753003,경매용+지육상장,0905,농협고령,18533,-234,22569,10188,0,168,10472,-621,0,46,0,0,0,5543,168,424,424
20180917,235914,753003,경매용+지육상장,0714,익산,14824,1653,0,12522,7,7,0,0,0,0,0,0,0,0,0,0,0
20180917,235914,753003,경매용+지육상장,0809,농협나주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180917,235914,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180917,235914,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,7298,315,1286,1286
20180917,235914,753003,경매용+지육상장, ,전국,17965,-347,22518,11515,309,1902,10703,-360,119,328,0,0,0,5641,-53,6242,6242
20180917,235914,753003,경매용+지육상장,0302,협신식품,19305,432,22793,13699,0,170,10710,-219,0,99,0,0,0,5798,-373,604,604
20180917,235914,753003,경매용+지육상장,0320,도드람,18463,-555,22112,12270,0,249,9978,-1213,0,20,0,0,0,5355,103,412,412
20180917,235914,753003,경매용+지육상장,1301,삼성식품(주),16592,-2926,0,8439,8,8,12081,992,30,30,0,0,0,5039,-71,196,196
20180917,235914,753003,경매용+지육상장,0323,농협부천,17908,-387,22228,10576,249,296,10319,-1014,58,58,0,0,0,4810,-600,342,342
20180913,235926,753003,경매용+지육상장, ,전국,18757,-36,22993,12377,449,2925,11473,353,104,255,5799,0,1,5754,67,5467,5468
20180913,235926,753003,경매용+지육상장,1101,제주축협,15045,0,0,9170,0,5,0,0,0,0,0,0,0,7409,-13,1305,1305
20180913,235926,753003,경매용+지육상장,0302,협신식품,19853,141,24040,12438,0,194,11652,-147,0,88,0,0,0,5896,33,459,459
20180913,235926,753003,경매용+지육상장,0320,도드람,18663,-285,23301,12375,0,318,11988,1076,0,6,0,0,0,5263,59,536,536
20180913,235926,753003,경매용+지육상장,1301,삼성식품(주),19321,-1211,22444,10132,22,22,11204,613,34,30,5799,0,1,5338,130,165,166
20180913,235926,753003,경매용+지육상장,0323,농협부천,18723,-258,22884,12012,371,371,10961,503,42,43,0,0,0,5661,909,233,233
20180913,235926,753003,경매용+지육상장,0513,농협음성,19356,275,22987,12603,0,800,11255,212,0,10,0,0,0,5753,860,408,408
20180913,235926,753003,경매용+지육상장,0613,관성(홍성),17220,-480,0,11451,0,120,8723,-1087,0,3,0,0,0,0,0,0,0
20180913,235926,753003,경매용+지육상장,1005,김해축공,17608,-6,0,12990,0,330,0,0,0,0,0,0,0,4969,57,548,548
20180913,235926,753003,경매용+지육상장,0202,부경축공,18176,-61,22246,12510,0,322,10773,-69,0,9,0,0,0,5030,62,725,725
20180913,235926,753003,경매용+지육상장,1201,신흥산업,16989,-15,0,13001,32,27,11563,645,28,27,0,0,0,4927,-140,312,312
20180913,235926,753003,경매용+지육상장,0905,농협고령,19197,-120,23212,13224,0,280,12062,1034,0,39,0,0,0,5315,186,436,436
20180913,235926,753003,경매용+지육상장,0714,익산,16865,-27,0,11012,24,24,0,0,0,0,0,0,0,0,0,0,0
20180913,235926,753003,경매용+지육상장,0809,농협나주,18216,-23,0,11588,0,112,0,0,0,0,0,0,0,4775,-204,340,340
20180913,235926,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0302,협신식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장, ,전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0809,농협나주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0714,익산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0905,농협고령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0202,부경축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,1005,김해축공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0613,관성(홍성),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0513,농협음성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0323,농협부천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,0320,도드람,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180909,235938,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180905,235850,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,7038,189,1083,1083
20180905,235850,753003,경매용+지육상장, ,전국,18369,83,22891,12440,443,2814,10924,68,91,267,0,0,0,5548,-19,5009,5009
20180905,235850,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180905,235850,753003,경매용+지육상장,0809,농협나주,17756,137,21760,11599,0,103,0,0,0,0,0,0,0,5013,-265,246,246
20180905,235850,753003,경매용+지육상장,0714,익산,16765,-464,0,12175,18,18,0,0,0,0,0,0,0,0,0,0,0
20180905,235850,753003,경매용+지육상장,0905,농협고령,18966,-205,22214,11199,0,251,11339,362,0,29,0,0,0,5114,-38,379,379
20180905,235850,753003,경매용+지육상장,1201,신흥산업,16973,-679,0,12501,8,7,11869,-67,21,22,0,0,0,4873,-21,154,154
20180905,235850,753003,경매용+지육상장,0202,부경축공,18335,344,23911,12582,0,347,10011,-1135,0,3,0,0,0,4990,-62,864,864
20180905,235850,753003,경매용+지육상장,1005,김해축공,16867,-712,24990,12496,0,329,8663,0,0,2,0,0,0,4838,-194,753,753
20180905,235850,753003,경매용+지육상장,0613,관성(홍성),18012,1612,0,11583,0,55,8638,-1205,0,2,0,0,0,0,0,0,0
20180905,235850,753003,경매용+지육상장,0513,농협음성,18675,-87,22947,12973,0,800,9725,-608,0,7,0,0,0,5351,620,458,458
20180905,235850,753003,경매용+지육상장,0323,농협부천,18458,565,22664,11495,401,404,11048,59,23,23,0,0,0,5474,602,213,213
20180905,235850,753003,경매용+지육상장,1301,삼성식품(주),19106,187,22100,0,16,16,10496,228,47,38,0,0,0,5248,134,145,145
20180905,235850,753003,경매용+지육상장,0320,도드람,18285,65,22611,12229,0,327,10524,-522,0,11,0,0,0,5284,241,318,318
20180905,235850,753003,경매용+지육상장,0302,협신식품,19043,303,24109,12599,0,157,10922,198,0,130,0,0,0,5850,95,396,396
20180901,235902,753003,경매용+지육상장,0302,협신식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장, ,전국,17108,-213,22123,11486,74,502,9679,-812,10,42,0,0,0,5017,-303,44,44
20180901,235902,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,0323,농협부천,16292,-1513,0,11659,74,91,9372,-1027,10,10,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,0513,농협음성,17193,-612,22740,11505,0,174,11064,-20,0,11,0,0,0,5017,-198,44,44
20180901,235902,753003,경매용+지육상장,0613,관성(홍성),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,1005,김해축공,17254,1405,21200,10873,0,69,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,0202,부경축공,16102,-787,22800,11598,0,66,7947,-2468,0,10,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,0905,농협고령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,0714,익산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,0809,농협나주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180901,235902,753003,경매용+지육상장,0320,도드람,18092,962,22017,11261,0,102,9692,408,0,11,0,0,0,0,0,0,0
20180828,235913,753003,경매용+지육상장,0714,익산,17062,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
20180828,235913,753003,경매용+지육상장, ,전국,18002,460,22056,12176,426,2775,10823,648,90,258,0,0,0,5398,-19,4231,4231
20180828,235913,753003,경매용+지육상장,1201,신흥산업,17834,0,22748,11199,24,22,10782,0,18,18,0,0,0,4750,209,148,148
20180828,235913,753003,경매용+지육상장,0202,부경축공,17923,411,23803,12187,0,334,6828,0,0,2,0,0,0,5097,116,585,585
20180828,235913,753003,경매용+지육상장,1005,김해축공,17214,2398,25130,12285,0,328,0,0,0,0,0,0,0,4511,-262,591,591
20180828,235913,753003,경매용+지육상장,0613,관성(홍성),17471,3529,21482,11937,0,81,10516,0,0,11,0,0,0,0,0,0,0
20180828,235913,753003,경매용+지육상장,0513,농협음성,18229,333,21773,12914,0,776,11699,1372,0,1,0,0,0,5570,153,385,385
20180828,235913,753003,경매용+지육상장,0809,농협나주,18018,1264,22893,0,0,88,0,0,0,0,0,0,0,4373,560,285,285
20180828,235913,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180828,235913,753003,경매용+지육상장,1101,제주축협,11523,0,0,0,0,3,0,0,0,0,0,0,0,6384,37,1000,1000
20180828,235913,753003,경매용+지육상장,0302,협신식품,18132,413,22003,11710,0,214,11326,1144,0,86,0,0,0,5519,-450,375,375
20180828,235913,753003,경매용+지육상장,0320,도드람,17417,396,22030,11798,0,288,9823,425,0,25,0,0,0,5029,-20,297,297
20180828,235913,753003,경매용+지육상장,1301,삼성식품(주),18889,0,20799,0,16,16,10096,-495,29,27,0,0,0,5519,245,156,156
20180828,235913,753003,경매용+지육상장,0323,농협부천,17997,1311,21971,11669,376,394,10871,1216,43,42,0,0,0,5949,2111,123,123
20180828,235913,753003,경매용+지육상장,0905,농협고령,19073,1188,23058,12883,0,221,10936,0,0,46,0,0,0,5516,150,286,286
20180824,235925,753003,경매용+지육상장,1005,김해축공,15931,-666,23740,11888,0,153,0,0,0,0,0,0,0,4726,59,330,330
20180824,235925,753003,경매용+지육상장,0613,관성(홍성),18195,541,0,0,0,14,9022,-211,0,6,0,0,0,0,0,0,0
20180824,235925,753003,경매용+지육상장,0513,농협음성,18184,-114,22047,12499,0,475,11604,1381,0,9,0,0,0,5460,746,273,273
20180824,235925,753003,경매용+지육상장,0323,농협부천,18273,-101,22546,11629,184,202,10354,-35,27,27,0,0,0,5399,1350,147,147
20180824,235925,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,0,0,10478,324,15,16,0,0,0,5392,325,86,86
20180824,235925,753003,경매용+지육상장,0320,도드람,16381,-1557,21018,11716,0,214,10634,981,0,27,0,0,0,5088,-12,312,312
20180824,235925,753003,경매용+지육상장,0302,협신식품,17974,-278,21676,11093,0,125,10947,-238,0,62,0,0,0,5698,-341,232,232
20180824,235925,753003,경매용+지육상장,0202,부경축공,15370,-1629,0,11365,0,141,10379,3526,0,4,0,0,0,4895,314,313,313
20180824,235925,753003,경매용+지육상장, ,전국,17449,-491,21984,11700,189,1341,10702,109,44,153,0,0,0,5280,224,2818,2818
20180824,235925,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,6207,72,720,720
20180824,235925,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180824,235925,753003,경매용+지육상장,0809,농협나주,15880,-1426,0,8260,0,12,0,0,0,0,0,0,0,4283,88,199,199
20180824,235925,753003,경매용+지육상장,0714,익산,18408,410,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
20180824,235925,753003,경매용+지육상장,0905,농협고령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180824,235925,753003,경매용+지육상장,1201,신흥산업,12500,-6346,0,0,1,1,5100,-5772,2,2,0,0,0,4144,-141,206,206
20180820,235937,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,6332,356,1186,1186
20180820,235937,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180820,235937,753003,경매용+지육상장,0302,협신식품,18303,511,0,0,0,6,10570,-359,0,9,0,0,0,5444,-216,309,309
20180820,235937,753003,경매용+지육상장,0320,도드람,15301,-2497,0,11509,0,25,9566,-439,0,2,0,0,0,5045,-307,260,260
20180820,235937,753003,경매용+지육상장,1301,삼성식품(주),0,0,0,0,1,0,9851,-418,16,17,0,0,0,4817,-85,105,105
20180820,235937,753003,경매용+지육상장,0323,농협부천,17577,-721,0,0,21,22,10898,956,20,20,0,0,0,4573,0,220,220
20180820,235937,753003,경매용+지육상장,0513,농협음성,18135,220,21299,10745,0,17,11085,207,0,6,3699,-712,1,5142,243,367,368
20180820,235937,753003,경매용+지육상장,0809,농협나주,13431,-2635,0,10910,0,7,7300,1314,0,3,0,0,0,4038,30,135,135
20180820,235937,753003,경매용+지육상장,0714,익산,17132,2930,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
20180820,235937,753003,경매용+지육상장,0905,농협고령,15485,-2026,0,9809,0,14,0,0,0,0,0,0,0,5433,585,268,268
20180820,235937,753003,경매용+지육상장,1201,신흥산업,0,0,0,0,1,0,0,0,2,0,0,0,0,5016,412,183,183
20180820,235937,753003,경매용+지육상장,0202,부경축공,13828,-2901,0,10190,0,18,5190,-3199,0,1,0,0,0,4898,390,526,526
20180820,235937,753003,경매용+지육상장,1005,김해축공,16161,-554,0,0,0,7,0,0,0,0,0,0,0,4748,-66,622,622
20180820,235937,753003,경매용+지육상장,0613,관성(홍성),12135,-4967,0,0,0,2,8210,-166,0,1,0,0,0,0,0,0,0
20180820,235937,753003,경매용+지육상장, ,전국,16221,-1346,21299,10746,28,123,10386,-189,38,59,3699,-712,1,5330,238,4181,4182
20180816,235948,753003,경매용+지육상장,0302,협신식품,18977,168,21513,11777,0,196,11268,526,0,58,0,0,0,5570,572,406,406
20180816,235948,753003,경매용+지육상장,0320,도드람,17765,-269,23584,11667,0,166,10021,-291,0,12,0,0,0,4896,-148,277,277
20180816,235948,753003,경매용+지육상장, ,전국,18336,181,22200,11751,10,1653,10685,152,27,142,4794,0,2,5154,39,4694,4696
20180816,235948,753003,경매용+지육상장,1101,제주축협,0,0,0,0,0,0,0,0,0,0,0,0,0,6100,96,1210,1210
20180816,235948,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180816,235948,753003,경매용+지육상장,0809,농협나주,18432,1026,0,10300,0,17,0,0,0,0,0,0,0,4265,-333,148,148
20180816,235948,753003,경매용+지육상장,0714,익산,13910,-4908,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
20180816,235948,753003,경매용+지육상장,0905,농협고령,18848,119,0,0,0,70,9825,-1112,0,23,0,0,0,4892,80,275,275
20180816,235948,753003,경매용+지육상장,1201,신흥산업,18087,1502,0,0,9,6,11073,97,11,11,0,0,0,4734,142,275,275
20180816,235948,753003,경매용+지육상장,0202,부경축공,17516,-185,23840,11171,0,164,9561,-2101,0,3,0,0,0,4777,-152,627,627
20180816,235948,753003,경매용+지육상장,1005,김해축공,16902,-328,24064,12068,0,276,0,0,0,0,0,0,0,4491,-194,752,752
20180816,235948,753003,경매용+지육상장,0613,관성(홍성),17263,-575,20890,11469,0,22,0,0,0,1,0,0,0,0,0,0,0
20180816,235948,753003,경매용+지육상장,0513,농협음성,19098,505,21930,12552,0,516,10529,931,0,15,4794,0,2,5265,454,344,346
20180816,235948,753003,경매용+지육상장,0323,농협부천,18492,542,22536,11116,0,210,9199,-780,0,1,0,0,0,4286,367,194,194
20180816,235948,753003,경매용+지육상장,1301,삼성식품(주),20429,1382,0,0,1,1,10231,317,16,18,0,0,0,5028,-6,186,186
20180812,235859,753003,경매용+지육상장,0302,협신식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180812,235859,753003,경매용+지육상장, ,전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180812,235859,753003,경매용+지육상장,1401,삼호축산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
